id,ship_name,mmsi,sog,cog,heading,nav_status,lon,lat,width,length,ship_type,p99_speed,iso_flag,iso_anomaly,p99_anomaly,speed_anomaly
1684,ENGAGE ADMIRAL,503194360,4.3,282.3,286,0,151.20496,-33.85173,12,30,95,4.294,1,False,True,True
1685,TOKAJ 4,243042837,0.0,360.0,511,0,4.32699,51.65227,12,110,20,0.0,1,False,False,False
1686,ALASKAN FRONTIER,366948190,0.0,263.0,231,1,-118.16861,33.73603,50,287,80,9.5,1,False,False,False
1689,TNB AMBITION,244130872,0.0,360.0,511,5,4.64047,51.78636,13,115,89,0.0,1,False,False,False
1694,NEAL,211412860,0.0,360.0,511,5,10.00291,53.52625,8,27,53,0.0,1,False,False,False
1698,L'HIPPOCAMPE,256003138,0.0,241.0,241,5,-63.0899,18.04102,7,30,37,0.0,1,False,False,False
1705,LYNNE M ROSE,368261750,0.0,253.0,58,0,-118.21123,33.74846,28,218,57,0.0,1,False,False,False
1709,EDE,211768470,0.0,360.0,511,0,10.00213,53.52588,6,12,90,0.0,1,False,False,False
1716,VITTORIOSA,215184000,0.0,103.9,245,5,14.54291,35.8166,13,30,52,0.0,1,False,False,False
1723,STEN FJELL,255915978,11.3,328.2,324,0,11.46014,57.47848,24,149,80,11.3,1,False,False,False
1729,EXPRESS 2,219018172,0.0,355.5,22,0,10.25341,56.15268,31,112,40,0.0,1,False,False,False
1939,FRAGANCIA,265558290,0.0,320.0,323,0,18.44127,59.39524,12,64,62,0.0,1,False,False,False
1946,FAIRPLAY VII,261024110,0.2,360.0,511,5,18.5473,54.53414,9,28,52,0.2,1,False,False,False
1952,PRECIOUS ACE,431740000,19.5,278.9,280,0,-1.2874,50.31794,32,200,70,19.579,1,False,False,False
1961,STEN ARNOLD,255915983,13.4,136.5,137,0,4.85625,58.53588,24,144,81,13.4,1,False,False,False
1963,INTER CALEDONIA,258211000,0.0,51.5,32,0,-2.87216,59.07695,20,70,95,0.0,1,False,False,False
1986,KYLIE S,525119201,0.2,104.4,283,3,113.27699,-7.37038,16,60,52,0.196,1,False,True,True
1996,FAVORIT,211590370,0.0,0.0,511,5,9.96627,53.51748,1,20,99,0.0,1,False,False,False
1998,STORSKAR,265522420,0.1,53.1,339,15,18.07674,59.3283,7,38,60,0.1,1,False,False,False
2001,NORDEN,266212000,0.0,243.1,159,0,11.57868,57.55404,14,80,80,0.0,1,False,False,False
2003,SMARAGD 2,244690611,0.0,360.0,511,0,4.49302,51.91071,8,48,0,0.0,1,False,False,False
2004,FAIRPLAY-92,255915699,4.0,120.6,119,8,4.26017,51.90668,13,28,52,6.220000000000001,1,False,False,False
2008,DJURGARDEN 7,265633760,0.0,360.0,511,0,11.96589,57.71173,6,21,69,0.0,1,False,False,False
2012,VB AMBITION,232051394,0.0,207.4,84,0,0.36442,51.45051,12,32,52,6.5,1,False,False,False
2016,CETUS,367786010,23.5,101.0,106,0,-122.3827,37.79449,12,41,60,23.11,1,False,True,True
2020,EVELINE,244615524,0.0,360.0,511,5,4.19526,51.92248,12,86,90,0.0,1,False,False,False
2025,DEI GRATIA,244615067,0.0,0.0,511,5,6.07131,52.00709,9,75,79,0.0,1,False,False,False
2037,VARHOLMEN,257032130,0.2,38.5,511,0,11.93268,65.88326,8,14,79,0.3,1,False,False,False
2061,TSJERK HIDDES,244700724,0.0,360.0,511,1,5.55805,53.18358,7,42,69,0.0,1,False,False,False
2069,ICS TENACIOUS,311001600,0.1,169.8,14,0,144.37896,-38.11113,19,103,80,6.827999999999999,1,False,False,False
2182,CITY OF STPETERSBURG,353083000,0.0,86.3,104,5,-0.06678,53.58654,22,140,70,0.0,1,False,False,False
2184,AMENTO,244710358,6.7,50.6,50,0,4.71084,51.73758,11,110,79,8.184,1,False,False,False
2185,M YTTERSTAD,257685800,0.0,1.0,327,0,15.99587,68.41715,16,75,30,0.0,1,False,False,False
2191,GEMINI 2,244710702,0.0,332.4,511,5,4.46097,51.89642,5,33,69,0.0,1,False,False,False
2192,RONJA HAVSOY,257594000,11.8,38.6,38,0,17.24621,68.99439,16,84,90,11.8,1,False,False,False
2193,CHARLES DICKENS,269057615,4.1,84.6,86,0,8.71846,50.10639,12,110,69,9.04,1,False,False,False
2194,MSC NITYA B,255806029,0.0,274.4,250,5,-118.23166,33.75444,48,330,71,12.078,1,False,False,False
2201,ADMIRAL,366755020,7.4,298.1,295,0,-118.19766,33.73084,11,30,52,7.681,1,False,False,False
2206,HOW MUCH IS ENOUGH,248223000,0.0,39.2,329,5,23.14592,37.32477,8,40,37,102.3,1,False,False,False
2207,NORTH HARVESTER,257747630,0.0,360.0,132,8,18.44244,-33.91562,13,73,30,0.0,1,False,False,False
2208,GRUMPY J,367450580,0.0,196.0,99,7,-123.91404,46.1687,7,23,30,10.752,1,False,False,False
2216,RPA15,245209000,7.6,304.6,306,0,4.14625,51.9568,8,30,55,7.6,1,False,False,False
2253,HARBOUR PRINCESS,316022498,0.0,165.0,511,0,-123.13302,49.29488,8,26,60,6.945,1,False,False,False
2255,FAIRPLAY-94,211710650,0.0,110.9,255,0,9.96284,53.54531,11,24,52,5.874,1,False,False,False
2257,MINICA,244650981,0.0,360.0,511,5,5.65691,51.96066,9,80,79,0.0,1,False,False,False
2339,OUGARTA,605076070,11.9,74.0,77,0,-0.50399,50.24727,46,291,81,11.998,1,False,False,False
2380,VB DONAU,235054738,0.0,211.0,0,15,-2.99878,53.43057,10,28,31,0.0,1,False,False,False
2382,KVB VERA,270254000,0.0,10.7,511,0,4.48113,51.89704,9,137,20,0.0,1,False,False,False
2384,PRESTO,244030575,0.0,360.0,511,0,4.88724,52.39173,10,57,79,0.0,1,False,False,False
2442,ZEVIROUS,563215500,0.0,173.3,301,0,103.76896,1.26889,12,75,80,4.1850000000000005,1,False,False,False
2487,FADAM 1,244050914,0.0,360.0,511,0,4.93978,52.37186,4,10,69,0.07300000000000005,1,False,False,False
2490,ORANJE NASSAU III,244620875,4.8,120.0,125,0,7.01896,50.82175,12,110,80,10.456,1,False,False,False
2491,ZILVERMEEUW 2,244630536,0.0,360.0,511,0,4.2463,51.50585,7,39,69,0.0,1,False,False,False
2496,HAM 318,245508000,0.0,127.2,198,1,55.18316,25.18108,32,227,33,0.0,1,False,False,False
2498,STINE FN396,220334000,0.0,267.2,72,7,11.12803,57.32103,4,15,30,4.203999999999999,1,False,False,False
2500,FAIRPLAY-82,211625350,0.0,65.7,328,0,8.56572,53.54764,11,32,52,0.9400000000000002,1,False,False,False
2508,ALCYONE,240138600,0.0,58.4,511,5,23.5553,38.03877,13,45,79,0.0,1,False,False,False
2519,STENA FORERUNNER,244030593,15.9,303.5,301,0,1.99242,52.76175,26,196,79,16.0,1,False,False,False
2523,BLUE ASPIRE,636023927,13.2,83.4,87,0,5.49687,54.06914,38,200,70,16.965999999999998,1,False,False,False
69,MOGENS MAERSK,220010000,0.1,298.2,98,1,7.47553,54.07885,59,399,71,0.1,-1,True,False,True
1687,ZEEBRIES,244182182,0.0,360.0,511,0,3.77401,51.37793,11,86,33,0.19399999999999995,1,False,False,False
1699,ROCKY,244860678,0.0,360.0,511,0,5.63555,52.65489,2,8,33,0.296,1,False,False,False
1714,SUNSET X,305412000,0.0,7.2,109,1,10.28443,54.53824,20,129,71,0.0,1,False,False,False
1725,OOCL SWEDEN,477949300,0.0,20.2,326,5,18.71124,54.38808,61,399,71,8.4,-1,True,False,True
1735,ETNA,370110000,0.0,360.0,511,5,5.41347,53.17071,5,15,33,0.0,1,False,False,False
1789,MAROY VIKING,257808600,0.0,161.9,254,0,11.21922,64.83785,11,24,70,0.0,1,False,False,False
1979,VERONA,211514040,0.0,199.4,511,5,4.65581,51.81367,11,110,89,0.0,1,False,False,False
1981,KBV 003,266288000,0.2,41.9,339,1,13.07112,55.30585,17,81,55,0.2,1,False,False,False
2073,J THEMISTOCLIS MORAN,368433550,0.1,332.6,188,0,-93.85807,29.96659,12,28,52,0.1,1,False,False,False
2075,VIKANOY,257700000,0.1,228.8,352,15,18.98008,69.64713,12,44,30,0.1,1,False,False,False
2076,VARIANT,244700055,0.1,164.3,511,0,4.45225,51.90896,7,55,79,0.08499999999999996,1,False,True,True
2077,ASPEN EXPRESS,477212800,13.9,48.6,50,0,151.56476,-33.75171,32,183,80,14.3,1,False,False,False
2088,SHE'S A 10 TOO,339000334,0.0,36.0,14,3,-80.10858,26.11342,9,54,37,0.0,1,False,False,False
2102,RUYTER,245231000,0.0,133.3,121,3,3.59884,51.44102,12,82,33,0.0,1,False,False,False
2113,LAUWERS,244670693,0.0,360.0,511,0,6.29747,53.33431,6,24,69,0.0,1,False,False,False
2137,JAMIE RENEA,367581220,2.1,271.2,82,0,-122.32873,37.81277,13,33,52,8.180000000000001,1,False,False,False
2138,WINDCAT 50,232039514,0.0,340.9,299,0,4.59267,52.45846,7,24,40,0.0,1,False,False,False
2144,TIJDGEEST,244750313,0.0,360.0,511,8,5.40082,53.05482,6,26,69,0.092,1,False,False,False
2153,HARKEN 5,316018605,2.5,73.4,511,0,-123.06835,49.20351,5,10,90,2.597,1,False,False,False
2156,SHANE.V,211509670,9.0,296.6,511,0,6.70103,51.33851,9,85,80,8.91,1,False,True,True
2158,KULING,257024400,0.0,360.0,511,6,5.43755,60.46217,5,8,30,0.0,1,False,False,False
2168,SIRENE,226012170,0.0,360.0,511,5,4.26603,51.50352,10,110,79,0.0,1,False,False,False
2169,EN AVANT 9,244850515,0.0,244.2,206,3,4.63945,51.79934,9,23,52,0.0,1,False,False,False
2170,YP705,369970479,0.0,331.3,511,0,-76.46715,38.98427,9,38,99,0.0,1,False,False,False
2171,DE VLIETER,244630490,0.0,360.0,511,15,6.17659,53.44706,5,21,69,0.0,1,False,False,False
2176,ULLA,218032630,0.0,360.0,511,8,7.78309,51.67945,9,80,99,0.0,1,False,False,False
2218,WICOMICO,367076210,0.0,65.5,59,5,-75.19273,39.89203,10,30,52,6.257,1,False,False,False
2233,BB ELECTRA,257681000,0.0,211.0,245,0,10.74789,59.88758,11,22,52,0.0,1,False,False,False
2256,ALIJANNE,244700451,0.0,0.0,511,5,5.78927,53.05543,10,86,79,10.4,1,False,False,False
2258,FAIRPLAY-94,211710650,0.0,111.0,255,0,9.96284,53.54531,11,24,52,5.874,1,False,False,False
2262,VIESTE II,247207500,0.0,240.7,511,0,12.51509,38.01324,8,32,60,0.0,1,False,False,False
2338,BRANDINI,244810759,9.9,276.8,279,0,6.10626,51.84861,12,110,80,10.456,1,False,False,False
2370,BARMEN,257087590,0.0,166.9,168,5,5.28995,61.99774,11,30,60,0.0,1,False,False,False
2381,ESKO,230286000,0.0,332.6,182,0,25.55217,60.31094,10,30,52,6.257,1,False,False,False
2392,SOUND HORIZON,236111849,0.0,270.2,238,5,11.98129,57.72173,10,24,52,5.885000000000003,1,False,False,False
2395,KVALSOEY,257099400,0.0,295.6,270,0,15.1302,68.70652,8,14,70,0.09299999999999997,1,False,False,False
2418,CAPTAIN ROB,368243940,0.1,2.0,15,12,-79.96675,32.88665,17,112,57,0.1,1,False,False,False
2421,WSF SEALTH,366710820,13.9,83.0,79,0,-122.41961,47.51487,24,100,60,14.675999999999998,1,False,False,False
2424,DELPHINUS,368341690,0.0,230.8,261,0,-122.29462,37.79118,11,40,40,6.523999999999998,1,False,False,False
2435,PILOT 65,477996897,0.1,19.5,82,0,114.15795,22.30955,6,17,50,0.1,1,False,False,False
2437,MARIT,258022650,5.6,334.1,329,0,10.56587,59.43194,15,67,70,5.698,1,False,False,False
2467,LADY MONICA,354668000,0.0,360.0,287,1,35.00396,32.90684,28,180,79,0.0,1,False,False,False
2483,PAULUS,256268000,0.0,360.0,51,12,14.53994,35.82259,10,59,33,0.0,1,False,False,False
2497,H84 GULDBORG,219003138,2.4,253.3,511,15,10.95072,57.60861,4,15,30,4.203999999999999,1,False,False,False
2499,TERNSUND,219775000,11.3,205.8,204,0,11.12661,56.0917,22,147,89,11.3,1,False,False,False
2527,ADAMS,636015952,0.0,158.3,201,1,-80.0824,25.79156,40,282,71,0.0,1,False,False,False
2531,VARIA NOVA,244870878,0.0,360.0,511,8,5.56181,53.18317,7,34,37,0.0,1,False,False,False
2534,FV:FAITHLIE220,232007173,0.0,113.2,20,7,-1.77237,57.50644,9,28,30,0.0,1,False,False,False
2549,PETER,211436040,0.0,169.0,269,0,9.92263,53.54305,11,24,52,5.874,1,False,False,False
2582,SIR WINSTON,244650029,0.0,0.0,511,5,5.43017,53.18776,7,67,69,0.0,1,False,False,False
2586,SYLVER K,271020083,0.0,360.0,511,15,27.45047,37.01521,8,30,36,0.0,1,False,False,False
2588,DANCHOVOTO GEORGI,207823230,0.3,15.3,511,0,27.90298,43.1856,6,24,30,2.2769999999999997,1,False,False,False
2591,CELIA P,248640000,0.0,103.2,273,5,22.80028,37.56959,8,40,37,102.3,1,False,False,False
2602,TIMOTHY L. REINAUER,367409290,0.0,199.1,127,12,-70.96813,42.23652,24,138,56,0.0,1,False,False,False
2603,SARAH AVRICK,303466000,2.3,278.9,275,0,-122.32386,37.81262,10,30,52,6.257,1,False,False,False
2618,NOTUS,219812000,0.0,13.7,224,0,1.06735,50.05531,20,83,79,0.0,1,False,False,False
2652,JAKOB,219003249,0.0,201.8,511,5,10.21468,56.15438,7,25,52,0.0,1,False,False,False
2661,ASIA MINOR,636025004,0.2,124.9,27,1,28.86733,40.93807,30,180,79,0.2,1,False,False,False
2666,SAMSKIP KVITNOS,259113000,11.9,178.9,178,0,5.29806,59.36776,22,120,70,11.897,1,False,True,True
2671,LINQUENDA,244859553,0.0,360.0,511,5,5.42945,53.1745,6,31,37,0.0,1,False,False,False
70,ISLAND REGENT,316039153,0.0,347.3,316,15,-122.97414,49.29099,11,24,52,5.874,1,False,False,False
71,VEINARD,244181691,0.0,360.0,511,5,4.48394,51.91415,5,39,37,0.0,1,False,False,False
72,BENIK,241917000,0.0,357.5,67,5,23.68105,37.93018,9,41,37,0.0,1,False,False,False
73,QIJI636,413800827,0.0,110.7,110,5,114.15964,22.31491,11,50,70,0.098,1,False,False,False
74,POSH ZEST,563023200,11.0,226.6,511,0,103.68705,1.22071,9,26,52,10.89,1,False,True,True
75,ODYSSEY,367096310,5.2,289.8,287,0,-71.05459,42.38655,12,47,60,5.2,1,False,False,False
76,GLENSIDE,316015713,0.0,0.0,511,0,-63.58512,44.66046,9,29,31,0.0,1,False,False,False
77,ZEEBRIES,244182182,0.2,266.5,511,0,3.77404,51.37794,11,86,33,0.19399999999999995,1,False,True,True
78,SUYDERSEE,244700954,0.0,0.0,511,0,5.43741,53.1799,7,39,69,0.0,1,False,False,False
79,MISS JEAN,367452990,0.0,360.0,511,2,-91.15281,29.68546,9,29,31,0.0,1,False,False,False
80,MONET,253242509,8.6,356.0,511,0,5.07948,52.08559,12,110,69,9.04,1,False,False,False
81,L 842 HELLE KARIN,219429000,0.4,342.1,240,7,8.17324,57.50064,6,22,30,0.868,1,False,False,False
82,AMERPLUS,244670315,0.0,129.4,511,9,6.05284,51.86756,6,24,99,0.0,1,False,False,False
83,CAPT. RICK NEALE,367519160,0.0,0.0,511,0,-81.53855,39.3521,18,177,57,0.0,1,False,False,False
84,EXPRESS 2,219018172,0.0,241.4,22,0,10.25341,56.15268,31,112,40,0.0,1,False,False,False
85,KEKOA,366766970,7.7,107.5,98,0,-157.79267,21.20898,10,36,52,7.686,1,False,True,True
86,SOLUNDIR,258632000,0.0,9.1,113,0,5.07745,60.97935,8,21,65,0.0,1,False,False,False
87,SEASPAN RESOLUTION,316014995,0.0,321.0,358,0,-123.10686,49.31067,14,28,52,0.0,1,False,False,False
88,SC SEA LORD,244498000,4.7,258.0,259,3,5.47907,58.85379,10,40,52,6.140000000000001,1,False,False,False
89,ST ANGELO,248076000,0.0,248.4,42,0,14.5421,35.81616,13,29,52,0.0,1,False,False,False
90,EMERALD EXPRESS,304840000,10.0,305.3,302,0,-80.06436,26.08095,11,53,70,10.394,1,False,False,False
91,BBC RHINE,304161000,15.2,331.8,334,0,1.20173,54.21906,25,162,70,15.3,1,False,False,False
92,ESTANCIA,244058488,0.0,360.0,347,0,3.82437,51.32705,11,85,0,0.0,1,False,False,False
93,JACOBA MARIA,232023795,0.0,230.0,192,0,3.59119,51.44568,10,36,30,0.0,1,False,False,False
94,CL BEIJING,477327500,0.1,273.7,67,1,4.22411,52.53103,32,229,70,13.667,1,False,False,False
95,VB AMBITION,232051394,0.0,235.0,84,5,0.36443,51.45053,12,32,52,6.5,1,False,False,False
96,VALENTE,244009995,10.2,264.3,511,0,5.50282,51.88946,13,111,80,10.2,1,False,False,False
97,YM AMAZON,229594000,0.0,331.9,247,1,10.61077,57.6424,19,131,70,0.0,1,False,False,False
98,IVO,205541000,0.0,312.2,248,3,4.35488,51.19964,8,26,31,2.5219999999999994,1,False,False,False
99,BALTIC LIFT,211226140,0.0,228.6,511,5,12.10835,54.15674,18,56,0,0.0,1,False,False,False
100,JAOHAR ADAM,668116452,0.0,65.3,10,1,23.56497,37.92543,18,108,70,1.2399999999999995,1,False,False,False
101,SUNDFERJA,257295400,0.0,262.8,34,0,4.71768,61.05496,7,26,60,0.0,1,False,False,False
102,ROCK HALL,368193830,0.3,233.0,116,12,-75.59252,39.5854,10,129,52,6.076,1,False,False,False
103,J.M. HIDALGO,366892180,0.0,88.9,43,0,-117.15219,32.69402,18,25,32,0.0,1,False,False,False
104,AMENTO,244710358,6.8,51.9,52,0,4.7054,51.73487,11,110,79,8.184,1,False,False,False
105,VISCO II,244850579,0.0,87.0,511,5,4.57213,51.91285,12,183,79,7.996,1,False,False,False
106,HET RODE VIERKANT,205393490,0.0,360.0,511,0,2.92363,51.23246,6,16,69,0.0,1,False,False,False
107,CONFIANCE,244650830,10.4,267.0,263,0,5.56663,51.90231,10,86,79,10.4,1,False,False,False
108,ISABELLE,244153120,0.0,360.0,511,15,4.40632,51.22864,6,23,37,0.0,1,False,False,False
109,ARION,211215340,0.0,340.4,263,5,9.96623,53.52598,9,30,52,3.8,1,False,False,False
110,C.S. OLIVE,353619000,12.6,313.5,313,0,-123.99055,46.23876,32,229,70,13.667,1,False,False,False
111,FLANDRIA 9,205440090,0.0,360.0,511,3,4.35783,51.25129,6,30,0,0.0,1,False,False,False
112,STI BRONX,538005418,13.7,258.6,255,0,-8.30868,51.08448,32,183,80,14.3,1,False,False,False
113,MISS AMERICA,319257200,0.0,310.1,122,5,-80.13105,26.061,9,42,37,0.0,1,False,False,False
114,PELAGUS,205540690,9.3,282.3,511,0,5.64595,51.89858,24,110,79,9.596,1,False,False,False
115,URA,255990000,0.0,131.3,178,0,2.26812,51.03674,16,119,70,8.82,1,False,False,False
116,ALESSA LEIGH,338094686,0.0,295.1,511,0,-117.22384,32.71947,6,30,37,0.0,1,False,False,False
117,IJVEER 63,244180881,0.0,360.0,511,0,4.90269,52.38215,9,34,69,0.0,1,False,False,False
118,THOR OMEGA,231085000,3.2,344.0,345,0,3.4,58.09907,13,55,90,3.2,1,False,False,False
119,DORIS,263441683,0.0,23.5,54,0,-8.69938,41.18663,13,25,52,5.732000000000001,1,False,False,False
120,ARNE,305681000,0.0,29.0,20,5,8.71724,53.12312,16,134,79,0.0,1,False,False,False
121,VB XALOC,224128000,0.0,198.0,208,0,-0.31744,39.44208,11,31,52,0.0,1,False,False,False
122,CHIEF,366764740,0.1,322.9,357,5,-122.34986,47.58942,12,34,52,0.099,1,False,True,True
123,SARAH BAARTMAN,601739000,0.0,360.0,511,8,18.45018,-33.91738,13,82,55,0.0,1,False,False,False
124,KNRM-KAP. HAZEWINKEL,246123000,0.0,325.0,511,0,5.60212,52.65814,4,10,51,0.0,1,False,False,False
125,RAMSOYSUND,259043760,0.0,182.4,151,5,24.60339,70.61768,8,15,70,0.1,1,False,False,False
126,LYTSE HYLKE,244700695,0.0,360.0,511,8,5.36149,52.88355,6,31,69,0.0,1,False,False,False
127,FRAGANCIA,265558290,0.0,314.4,323,0,18.44137,59.39526,12,64,62,0.0,1,False,False,False
128,MEXICO IV,345110009,0.0,360.0,511,0,-86.95077,20.51162,8,40,60,0.0,1,False,False,False
129,VIKING EMBLA,269057407,7.8,344.8,344,0,14.34166,48.2922,12,135,69,10.927999999999999,1,False,False,False
130,FJORDSKAR,265548670,10.7,209.3,511,0,11.84677,57.67913,6,17,60,10.687999999999999,1,False,True,True
131,ALEGRIA,244700906,0.0,304.6,511,0,3.6997,51.10031,5,39,70,0.0,1,False,False,False
136,LEVANTE JET,232059753,0.0,304.8,103,5,-1.98981,50.70737,26,85,40,0.0,1,False,False,False
150,ZEVIROUS,563215500,0.0,173.3,301,0,103.7689,1.26888,12,75,80,4.1850000000000005,1,False,False,False
151,FRIEDRICH,211302270,0.0,360.0,511,0,8.80135,53.0765,8,19,60,0.0,1,False,False,False
153,PORTLAND SENTINEL,235117904,0.0,273.9,261,5,-2.08998,57.14615,15,62,99,0.0,1,False,False,False
155,ERNST STURM,211474990,0.0,268.8,222,0,9.34321,53.78693,14,58,69,0.0,1,False,False,False
156,SC MAJESTIC LXII,525119203,0.7,327.6,67,5,112.15097,-6.71565,42,246,89,0.693,1,False,True,True
166,RWS 88,244650398,0.0,316.5,511,0,3.82589,51.33305,5,19,99,0.0,1,False,False,False
167,STENA HOLLANDICA,244758000,15.5,79.4,83,0,1.48207,51.93739,32,240,61,15.6,1,False,False,False
176,FUJI LAVA,215712000,0.0,226.5,305,5,0.16966,49.47088,17,106,80,0.0,1,False,False,False
207,ATLANTICA DELTA,351481000,0.0,204.7,511,3,-16.24625,28.45852,67,69,90,0.0,1,False,False,False
243,EILTANK 65,211513810,6.6,120.9,122,0,5.71383,51.89063,11,111,80,6.6,1,False,False,False
264,EUROPA,244186115,0.0,360.0,511,0,4.49416,51.90083,7,30,33,0.0,1,False,False,False
379,CORETALENT OL,370922000,0.0,327.6,232,5,-1.22883,46.1584,29,175,79,0.0,1,False,False,False
439,NEWBURY,311001106,2.3,266.9,197,0,-1.04321,50.4261,44,237,81,2.3,1,False,False,False
1688,LE CHANSONNIER,226007260,0.0,360.0,511,15,2.29481,48.86251,7,46,69,0.0,1,False,False,False
1700,FURE SKAGEN,231875000,0.1,39.0,309,5,4.17978,51.9409,23,144,80,10.948,1,False,False,False
1724,PORTO DOLICHA,351805000,9.1,2.9,2,0,-76.39345,38.93828,32,190,70,9.883,1,False,False,False
1727,SVITZER HONESTY,376099000,0.0,271.3,511,0,-78.7622,26.52095,11,32,52,0.9400000000000002,1,False,False,False
1751,DANA,244002394,0.0,296.7,511,0,4.84595,52.42414,6,35,80,0.0,1,False,False,False
1761,FN 484 SPIRHOLM,219006835,2.3,259.5,260,7,11.0909,57.6104,4,14,30,2.4,1,False,False,False
1762,AVALON,244013735,0.0,360.0,511,15,5.28664,52.70224,5,26,37,0.0,1,False,False,False
1763,TEYAN IIII,244700542,0.0,141.4,511,0,5.71563,51.01475,6,50,79,0.0,1,False,False,False
1887,BORROWDALE,503345100,11.7,273.5,281,0,151.21659,-33.85374,10,25,60,12.222,1,False,False,False
2093,PILOT PAGENSAND,211224270,0.0,246.9,39,0,9.52526,53.62759,6,16,50,0.09399999999999996,1,False,False,False
2095,DISCOVERY COAST,367515850,0.1,202.8,204,0,-75.06165,39.99966,12,30,52,11.152,1,False,False,False
2096,SVITZER ALMA,232002712,0.0,319.4,261,0,-1.51327,54.98617,11,30,52,7.681,1,False,False,False
2097,RV WIM WOLFF,246144000,0.0,15.6,121,0,5.29114,52.70038,10,37,99,0.0,1,False,False,False
2100,RAMSEY A. NEALE,368073580,0.0,18.4,45,0,-81.53985,39.35118,7,20,31,0.0,1,False,False,False
2116,SAPPHIRE,538011812,9.2,253.5,254,0,-73.11344,46.05573,28,183,80,9.197,1,False,True,True
2117,STATHAV22,219010252,0.0,318.6,153,0,8.42684,55.47268,6,25,80,0.0,1,False,False,False
2118,BYZANTIUM,244250730,0.0,360.0,511,0,4.88227,52.36196,4,21,69,0.0,1,False,False,False
2132,CHASSEUR,244180268,0.0,0.0,511,0,4.69928,51.72696,5,39,79,0.0,1,False,False,False
2135,TWIELENFLETH,211778450,0.0,360.0,105,5,10.35461,53.43065,9,30,99,0.0,1,False,False,False
2140,TETIS,263441684,0.0,222.3,53,12,-8.69928,41.18653,13,25,52,5.732000000000001,1,False,False,False
2177,STENA HOLLANDICA,244758000,15.5,79.3,83,0,1.49652,51.93906,32,240,61,15.6,1,False,False,False
2178,DJURGARDEN 9,265548410,0.0,93.3,321,0,18.08018,59.32854,7,26,60,0.0,1,False,False,False
2180,OSLOFJORD IV,259004180,0.0,294.0,21,5,10.73082,59.91062,9,35,60,0.0,1,False,False,False
2302,GADUS,231867000,3.9,93.1,82,7,26.43444,71.36924,18,88,30,3.9,1,False,False,False
2303,LAMBOY,257104510,0.0,300.4,511,0,5.27389,60.08283,7,12,99,0.0,1,False,False,False
2319,SCHELDEPLUS,244670302,0.0,158.9,511,5,3.58488,51.44786,5,24,99,0.0,1,False,False,False
2324,ORIENTIS,211512900,0.0,0.0,511,15,6.08184,52.64365,10,85,79,0.0,1,False,False,False
2328,ULUSOY-14,271043164,8.1,298.0,297,0,13.73511,45.63903,26,208,71,9.376,1,False,False,False
2329,SABELLA,265563720,0.0,275.1,511,5,12.68464,56.04958,5,17,69,0.0,1,False,False,False
2340,ARNEPLUS,244050680,0.0,110.7,511,0,3.71787,51.44352,5,24,99,0.0,1,False,False,False
2341,INCE PACIFIC,563251700,0.0,218.9,299,5,121.89895,-33.87124,32,199,70,18.078000000000003,1,False,False,False
2343,RV CALLISTA,235028893,0.0,85.6,34,15,-1.39398,50.89135,8,20,90,0.0,1,False,False,False
2344,HAGLAND PIONEER,258059000,10.5,249.7,250,0,8.15202,58.03736,15,87,70,10.5,1,False,False,False
2345,WILSON EMS,311001824,10.2,191.5,194,0,8.59564,57.73642,9,73,70,10.196,1,False,True,True
2448,BIZET,256899000,0.0,360.0,320,0,0.23866,49.41883,12,110,60,0.0,1,False,False,False
2451,LH PILOT ST HONORINE,228055080,0.1,115.5,272,12,0.11339,49.48409,6,16,50,0.09399999999999996,1,False,True,True
